ImageID,LabelName1,LabelName2,ImageHeight,ImageWidth,XMin1,XMax1,YMin1,YMax1,XMin2,XMax2,YMin2,YMax2,ReferringExpression
alex_117222,person wearing a cap on his head,bicycle,334,640,379,459,47,246,219,512,177,327,The person wearing a cap on his head is riding the bicycle.
alex_295403,man wearing a skirt,silver bicycle on the sidewalk,480,640,194,360,43,399,225,458,259,479,The man wearing a skirt is riding the silver bicycle on the sidewalk.
alex_432623,person,red bicycle,480,640,345,474,118,409,302,560,219,396,The person is sitting on the red bicycle.
alex_412151,person,black bicycle,334,500,105,274,65,291,194,499,165,333,The person is looking at the black bicycle.
alex_256505,person,red bicycle being ridden at a festival,545,640,122,274,161,490,30,415,262,515,The person is riding the red bicycle being ridden at a festival.
alex_131581,man wearing a blue hat,old bicycle beside the railway,480,640,323,397,248,401,289,403,300,401,The man wearing a blue hat is riding the old bicycle beside the railway.
alex_549386,person in a red jacket,black bicycle parked outside,332,500,82,119,166,295,338,372,211,313,The person in a red jacket is near the black bicycle parked outside.
alex_298784,walking man,functional bicycle between the man's legs,480,640,71,273,127,475,10,353,310,479,The walking man is astride the functional bicycle between the man's legs.
alex_528962,person wearing a white shirt,functional bicycle carrying the wood,375,500,369,438,98,306,381,431,188,319,The person wearing a white shirt is riding the functional bicycle carrying the wood.
alex_12896,man wearing white shirt,black bicycle beside the wall,427,640,178,216,157,264,134,206,261,337,The man wearing white shirt is riding the black bicycle beside the wall.
alex_236148,alert man,dirty bicycle laying down,480,640,120,248,13,131,0,208,126,226,The alert man is sitting in front of the dirty bicycle laying down.
alex_531069,involved man,red bicycle on the sidewalk,640,480,200,375,182,489,151,288,308,501,The involved man is leaning on the red bicycle on the sidewalk.
alex_125572,white man,black bicycle,427,640,393,434,315,417,366,461,359,426,The white man is riding the black bicycle.
alex_561806,person,blue bicycle standing on the beach,424,640,58,190,176,352,257,390,136,371,The person is kneeling beside the blue bicycle standing on the beach.
alex_447119,person wearing a white hat,bicycle along the sidewalk,454,640,205,274,237,444,155,287,324,453,The person wearing a white hat is riding the bicycle along the sidewalk.
alex_70321,person,white bicycle in the street,640,640,346,438,367,515,374,467,412,516,The person is standing beside the white bicycle in the street.
alex_146112,person,black bicycle at the top of the steps on the stage,375,500,190,271,64,341,170,321,165,330,The person is standing beside the black bicycle at the top of the steps on the stage.
alex_131815,man,silver bicycle hanging on the wall,640,640,7,513,48,629,259,582,4,307,The man is standing in front of the silver bicycle hanging on the wall.
alex_76547,man dressed in casual clothes,silver bicycle,480,640,415,587,204,462,0,196,234,478,The man dressed in casual clothes is sitting beside the silver bicycle.
alex_258078,boy wearing a brown shirt and jeans,yellow bicycle,640,426,87,254,141,619,6,425,217,524,The boy wearing a brown shirt and jeans is standing by the yellow bicycle.
alex_416523,busy person,bicycle beside the street,640,427,98,196,236,466,142,226,316,464,The busy person is standing beside the bicycle beside the street.
alex_541486,males man,long bicycle outdoors by some trees,427,640,352,490,45,402,80,463,178,386,The males man is standing next to the long bicycle outdoors by some trees.
alex_465692,girl wearing red and pink,small bicycle,427,640,325,416,25,202,284,432,107,240,The girl wearing red and pink is riding the small bicycle.
alex_383777,person,large bicycle on the street,640,640,176,427,48,593,114,479,302,591,The person is standing next to the large bicycle on the street.
alex_131919,person,bicycle parked by some bushes,427,640,475,528,188,426,446,494,365,426,The person is standing next to the bicycle parked by some bushes.
alex_17244,person,red bicycle near the bus,640,427,12,104,19,188,16,98,110,229,The person is riding the red bicycle near the bus.
alex_56205,man,small bicycle beside the person,411,640,222,317,103,237,309,396,107,229,The man is sitting next to the small bicycle beside the person.
alex_551849,person,bicycle under the man,640,480,95,461,73,624,13,229,568,625,The person is eating a banana on the bicycle under the man.
alex_535483,man wearing a blue top,blue bicycle,512,640,247,442,66,511,264,363,348,511,The man wearing a blue top is riding the blue bicycle.
alex_144333,girl,black bicycle on the sidewalk,640,426,117,316,123,466,74,352,272,625,The girl is sitting the black bicycle on the sidewalk.
alex_375769,person,blue bicycle outside in front of the window,383,640,1,305,8,377,382,635,143,326,The person is looking at the blue bicycle outside in front of the window.
alex_152543,person wearing shoes,shiny bicycle in good shape next to a cement wall,407,640,366,578,54,294,113,285,170,366,The person wearing shoes is sitting near the shiny bicycle in good shape next to a cement wall.
alex_50145,upset man,bicycle near the person,320,480,203,378,91,318,152,371,220,315,The upset man is walking with the bicycle near the person.
alex_521197,repaired person wearing a yellow shirt,yellow bicycle against the wall,483,640,1,195,80,476,30,623,14,453,The repaired person wearing a yellow shirt is standing beside the yellow bicycle against the wall.
alex_390137,white man,black bicycle on the grass,263,640,87,185,54,250,5,230,126,254,The white man is holding the black bicycle on the grass.
alex_455675,boy,bicycle on the sidewalk,604,640,266,441,242,531,253,460,351,603,The boy is riding the bicycle on the sidewalk.
alex_535588,person,black bicycle attached to a bus,500,430,273,376,141,309,178,325,180,304,The person is hanging the black bicycle attached to a bus.
alex_103499,person,bicycle,425,640,242,496,181,419,148,453,133,344,The person is looking at the bicycle.
alex_328818,man,black bicycle near a lady tying her shoe on a bench,640,427,132,294,221,536,57,360,293,500,The man is near the black bicycle near a lady tying her shoe on a bench.
alex_320641,person wearing a helmet,metal bicycle on the sidewalk,480,640,251,327,265,402,209,366,359,427,The person wearing a helmet is riding the metal bicycle on the sidewalk.
alex_210060,person,black bicycle,427,640,218,317,87,307,253,326,161,352,The person is walking the dog the black bicycle.
alex_76942,cheerful awkward person wearing flipflops,bicycle,480,640,325,420,55,391,183,470,144,423,The cheerful awkward person wearing flipflops is standing beside the bicycle.
alex_19608,person wearing sandals,red bicycle on the road,640,427,213,329,2,160,152,375,71,210,The person wearing sandals is riding the red bicycle on the road.
alex_390298,person,red bicycle on the pavement,427,640,222,431,23,331,183,570,61,361,The person is walking the red bicycle on the pavement.
alex_281766,person wearing a yellow shirt,small bicycle under the man,640,426,167,324,101,478,167,324,267,538,The person wearing a yellow shirt is riding the small bicycle under the man.
alex_310442,man,black bicycle on the road,476,640,75,467,74,468,48,418,384,475,The man is riding the black bicycle on the road.
alex_255158,person wearing a shirt and shorts,black bicycle in use to the lower left of center,435,640,157,307,132,340,76,377,245,414,The person wearing a shirt and shorts is riding the black bicycle in use to the lower left of center.
alex_140487,blurry man,blurry bicycle,480,640,142,285,93,473,169,347,335,479,The blurry man is riding the blurry bicycle.
alex_541897,man,white bicycle in the street,500,375,122,280,39,454,34,374,243,487,The man is holding the white bicycle in the street.
alex_283858,boy,bicycle,513,640,301,539,33,417,100,239,249,446,The boy is riding the bicycle.
alex_257236,alone person,silver bicycle,334,500,55,148,128,262,168,339,134,258,The alone person is sitting near the silver bicycle.
alex_333018,blurry person wearing a dark jacket,black bicycle under a person,478,500,105,209,71,312,124,224,162,293,The blurry person wearing a dark jacket is riding the black bicycle under a person.
alex_441586,busy person wearing shorts,blue bicycle,425,640,306,407,17,271,30,232,151,286,The busy person wearing shorts is riding past the blue bicycle.
alex_122166,man wearing business attire,metal bicycle in the street,480,640,76,154,225,432,87,129,357,460,The man wearing business attire is riding the metal bicycle in the street.
alex_44347,concerned girl wearing a red jacket,bicycle,480,640,331,445,51,282,365,473,170,333,The concerned girl wearing a red jacket is riding the bicycle.
alex_281929,man,black bicycle on the grass,504,640,256,426,62,476,115,516,203,477,The man is standing with the black bicycle on the grass.
alex_424162,man,black bicycle on the treet,512,640,453,589,119,476,481,595,240,479,The man is riding the black bicycle on the treet.
alex_171351,man,black bicycle on the platform,612,612,265,412,188,513,315,421,332,558,The man is sitting on the black bicycle on the platform.
alex_214363,man,red bicycle,640,427,127,196,340,544,134,196,425,529,The man is riding the red bicycle.
alex_191846,boy,black bicycle,480,640,288,455,158,479,0,289,346,479,The boy is standing next to the black bicycle.
alex_210299,young boy,red bicycle on the cement,480,640,126,254,124,325,136,260,183,399,The young boy is riding the red bicycle on the cement.
alex_183676,girl,black bicycle behind the surfboard,481,640,312,414,101,276,90,430,213,453,The girl is standing with the black bicycle behind the surfboard.
alex_142718,man wearing a helmet,bicycle on the street,480,640,431,559,206,455,390,440,293,352,The man wearing a helmet is standing near the bicycle on the street.
alex_571970,person,metal bicycle near the water,569,640,248,402,133,476,75,470,261,472,The person is standing by the metal bicycle near the water.
alex_128920,man wearing a coat,red bicycle,640,426,108,178,333,478,56,205,410,488,The man wearing a coat is riding the red bicycle.
alex_56752,person dressed in warm winter clothing,black bicycle in the road,480,640,52,158,169,326,82,132,360,479,The person dressed in warm winter clothing is riding the black bicycle in the road.
alex_482742,person,bicycle,333,500,218,268,141,235,229,283,169,233,The person is holding onto the bicycle.
alex_392659,person,pink bicycle on the road,427,640,153,356,0,427,0,600,57,421,The person is riding the pink bicycle on the road.
alex_353748,"person wearing a helmet, red shirt and tan shorts",red bicycle,333,500,257,311,145,235,243,334,189,258,"The person wearing a helmet, red shirt and tan shorts is riding the red bicycle."
alex_114183,man,black bicycle on the ground,428,640,134,308,92,355,492,583,144,321,The man is sitting near the black bicycle on the ground.
